n,p,k,temperature,humidity,ph,rainfall,rainfall_deviation_pct,npk_score,temp_favorability,humidity_favorability,ph_suitability,growth_potential,water_stress,crop,crop_name
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,100.0,29.09090909090909,99.7730938,68.95221704,80.81627269,69.65812315522727,0.0,20,rice
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,100.0,36.18181818181818,95.92218523,61.91192821999999,96.79750264,72.70335856795455,0.0,20,rice
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,100.0,34.18181818181818,98.58768043,68.91002848,91.435600075,73.27878179170455,0.0,20,rice
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,100.0,27.81818181818182,87.32728441,61.004512059999996,96.172622365,68.08065016329545,0.0,20,rice
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,97.97912149999999,30.909090909090907,91.90472281,68.71167068,93.14957348499999,71.16876447102271,0.0,20,rice
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,100.0,31.09090909090909,89.33961873999999,60.11248076000001,89.870636755,67.60341133647728,0.0,20,rice
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,100.0,30.363636363636363,91.53795664,69.33745554000001,97.86084049,72.2749722584091,0.0,20,rice
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,100.0,29.272727272727273,98.58351226,64.52628862,97.96202451999999,72.58613816818182,0.0,20,rice
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,100.0,34.36363636363636,85.80122818000001,66.72209566000001,77.71760905000001,66.1511423134091,0.0,20,rice
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,100.0,33.81818181818182,97.7937121,62.23467532000001,94.741159165,72.14693210079545,0.0,20,rice
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,93.34739870000001,34.909090909090914,94.61398222,65.7038254,91.75990834,71.74670171727273,0.0,20,rice
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,100.0,34.72727272727273,94.72737486999999,67.64531978,91.90555091499999,72.25137957306818,0.0,20,rice
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,100.0,30.909090909090907,96.58991401,63.69498397999999,85.92097963,69.27874213227273,0.0,20,rice
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,100.0,26.727272727272727,88.05834088,64.09556548,86.25632339499998,66.28437562056817,0.0,20,rice
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,100.0,26.90909090909091,97.51896517,62.54248519999999,86.25055063,68.30527297727272,0.0,20,rice
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,100.0,25.454545454545453,93.34401448,65.86561726,98.95015322500001,70.90358260488637,0.0,20,rice
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,100.0,27.636363636363637,98.11059685,62.94315372,85.52317234,68.55332163659091,0.0,20,rice
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,100.0,32.54545454545455,98.20885186,69.70981476,93.94021020999999,73.60108284386364,0.0,20,rice
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,100.0,29.454545454545457,96.49202488,60.37279745999999,96.57218257,70.72288759113636,0.0,20,rice
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,100.0,33.09090909090909,96.05933506,65.26602016000001,89.135717455,70.88799544147727,0.0,20,rice
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,83.6793207,29.818181818181817,99.6918469,68.94827824000001,94.51430815,73.24315377704545,0.0,20,rice
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,96.95600080000003,30.363636363636363,99.876337,61.04073256000001,80.595597295,67.9690758046591,0.0,20,rice
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,100.0,27.454545454545453,94.72340503000001,60.81596314000001,80.76923030500001,65.94078598238637,0.0,20,rice
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,100.0,29.272727272727273,89.99884888,68.58078898,91.558314775,69.85266997693182,0.0,20,rice
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,100.0,34.18181818181818,98.90634573999999,69.17273964,81.54448264,70.95134655045455,0.0,20,rice
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,100.0,25.272727272727273,95.29365586,63.87379727999999,81.79305566500001,66.55830901943182,0.0,20,rice
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,100.0,31.818181818181817,85.1362426,69.30448759999999,96.006399325,70.56632783579545,0.0,20,rice
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,95.0948311,34.72727272727273,96.57172096,65.54854024,86.75856095500001,70.90152372056818,0.0,20,rice
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,100.0,30.545454545454547,90.91598191,66.20163606,87.37254223000001,68.75890368636364,0.0,20,rice
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,100.0,33.27272727272727,96.31249309,62.32748362000001,85.65040356999998,69.39077688818182,0.0,20,rice
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,100.0,27.636363636363637,95.34030403,60.412951660000004,95.726645725,69.7790662628409,0.0,20,rice
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,100.0,30.181818181818183,98.03339617,63.059578380000005,90.69590541999999,70.49267453795454,0.0,20,rice
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,100.0,31.272727272727273,98.33036431,65.0913481,91.75971365500001,71.61353833443182,0.0,20,rice
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,91.95357379999999,28.545454545454547,85.84058110000001,65.75291580000001,88.94941846,67.27209247636364,0.0,20,rice
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,100.0,34.36363636363636,90.1714939,69.522021,99.97453276,73.50792100590908,0.0,20,rice
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,100.0,27.27272727272727,86.24341087,65.58394741999999,83.612640745,65.67818157693182,0.0,20,rice
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,100.0,33.81818181818182,97.73414163999999,62.96345746,90.630186265,71.28649179579546,0.0,20,rice
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,100.0,34.36363636363636,86.84564272,62.453088820000005,93.51399662499999,69.2940911321591,0.0,20,rice
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,100.0,26.90909090909091,90.52320625,68.54227232,93.30685178499998,69.82035531602273,0.0,20,rice
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,100.0,30.0,85.25108926,63.41770575999999,88.58762540500001,66.81410510625,0.0,20,rice
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,82.56163190000001,32.0,98.37406261,64.50328791999999,96.420217315,72.82439196125,0.0,20,rice
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,98.67309420000001,34.54545454545455,88.43042488,69.32994148,86.42229439,69.68202882386363,0.0,20,rice
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,100.0,32.72727272727273,97.63838299,65.77751934,93.300454465,72.36090738056818,0.0,20,rice
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,100.0,28.363636363636363,95.92374463,69.42804254,77.682095035,67.8493796421591,0.0,20,rice
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,100.0,33.45454545454545,95.29574896,68.86224302,97.95208311999998,73.89115513863636,0.0,20,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,100.0,28.000000000000004,99.93008554,62.21638999999999,94.293531655,71.11000179874999,0.0,20,rice
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,100.0,27.27272727272727,93.18373123,65.65862380000004,87.99383746,68.52722994068183,0.0,20,rice
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,100.0,28.72727272727273,99.61902232,64.31954898000001,98.68121938000002,72.83676585181819,0.0,20,rice
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,92.31975360000001,29.63636363636364,88.97128981,63.99359082000001,88.24395074499999,67.71129875284092,0.0,20,rice
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,100.0,30.0,96.11603617,60.86161347999999,92.14095411999999,69.7796509425,0.0,20,rice
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,100.0,32.36363636363636,91.6860946,66.28254106,93.413747425,70.9365048621591,0.0,20,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,100.0,28.72727272727273,94.80782827,66.42806447999999,79.472880205,67.35901142056818,0.0,20,rice
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,85.94614290000001,26.545454545454543,99.66763522,66.04145765999999,77.579604655,67.45853802011362,0.0,20,rice
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,94.57665589999999,27.27272727272727,94.34665366,67.07932536000001,94.541978035,70.81017108193183,0.0,20,rice
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,100.0,29.09090909090909,93.03538348000001,62.54251221999999,84.63879885999998,67.32690091272727,0.0,20,rice
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,82.9043504,30.545454545454547,96.73396375,69.24040162,88.104148765,71.15599217011363,0.0,20,rice
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,95.3574542,27.636363636363637,98.71067446,64.10634818,88.877594845,69.8327452803409,0.0,20,rice
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,100.0,28.545454545454547,95.79030283,67.88728966,97.744094905,72.49178548511364,0.0,20,rice
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,86.75367729999999,27.090909090909093,96.86884099,60.06185697999999,92.49953539,69.13028561272728,0.0,20,rice
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,100.0,29.818181818181817,99.1518331,68.91254373999999,84.30388048,70.54660978454545,0.0,20,rice
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,100.0,29.818181818181817,91.25729686,63.05923364,98.08864490500001,70.55583930579546,0.0,20,rice
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,100.0,29.63636363636364,94.85851518999999,67.13356718,79.08382532499999,67.6780678328409,0.0,20,rice
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,82.65493559999999,32.36363636363636,98.54224042,67.18732906,91.53016609000001,72.40584298340909,0.0,20,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,100.0,32.0,96.02726179,67.92861314000001,80.1673456,69.0308051325,0.0,20,rice
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,100.0,32.90909090909091,87.47431327,61.7316242,99.43587410500001,70.38772562102272,0.0,20,rice
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,100.0,33.45454545454545,94.21014769,66.17177681999999,91.462416595,71.32472163988636,0.0,20,rice
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,100.0,31.272727272727273,96.50528509,62.23225851999999,85.402984345,68.85331380693182,0.0,20,rice
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,100.0,29.272727272727273,95.41381548999999,69.75465048000001,94.87565450500001,72.32921193693183,0.0,20,rice
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,100.0,28.363636363636363,95.60715067,62.28714643999999,84.25189478499999,67.62745706465908,0.0,20,rice
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,100.0,26.727272727272727,93.08973382,64.37822270000001,92.92482336999998,69.28001315431818,0.0,20,rice
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,94.26517190000001,32.0,93.04957177,63.072834580000006,98.425097875,71.63687605625,0.0,20,rice
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,100.0,32.18181818181819,89.60039029,65.71991797999999,99.99485166999999,71.87424453045455,0.0,20,rice
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,100.0,29.09090909090909,89.22597307,63.341361800000044,91.536181255,68.2986063039773,0.0,20,rice
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,83.62226570000001,28.545454545454547,95.36955745,60.652928059999994,91.41016567,68.99452643136362,0.0,20,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,88.41366500000001,25.818181818181817,95.07716284,62.80975454,82.49983909000001,66.55123457204546,0.0,20,rice
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,-12.240461429999996,25.636363636363633,92.84079858999999,97.38141128,88.74871631500002,76.1518224553409,0.5,11,maize
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,2.266244499999999,22.181818181818183,96.69944734,86.85046126,93.52365163000002,74.81384460295456,0.0,11,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,-33.28004532999999,25.272727272727273,95.67646282,86.81297264,97.630528705,76.34817285943181,0.5,11,maize
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,-39.34828519,27.636363636363637,84.91647861999999,85.36545848,98.55909028,74.11934775409091,0.5,11,maize
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,-34.561646069999995,21.636363636363637,80.43673783,95.39007742,92.05687651000001,72.38001384909091,0.5,11,maize
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,2.086169400000003,22.727272727272727,90.33067966,85.61681272,94.882459285,73.38930609806818,0.0,11,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,5.465470300000007,27.454545454545453,98.1348493,96.99169051999999,93.218600185,78.94992136488636,0.0,11,maize
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,-21.933603509999998,30.545454545454547,99.42422743,96.61941979999997,91.204967515,79.44851732261363,0.5,11,maize
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,-34.72201543,24.90909090909091,86.25049441,95.10849640000002,90.331636015,74.14992943352273,0.5,11,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,9.216227900000007,27.636363636363637,99.76486582000001,96.42745188,88.753824145,78.14562637034092,0.0,11,maize
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,-5.702871790000003,24.181818181818183,94.95067372,83.09169259999999,90.289106485,73.12832274670454,0.5,11,maize
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,-25.945250639999994,29.09090909090909,99.52050195999999,93.2830854,99.587849305,80.37058643897727,0.5,11,maize
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,-36.12979416,23.636363636363637,91.82580082000001,87.6803185,92.99413356999999,74.03415413159091,0.5,11,maize
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,-5.238105689999998,27.636363636363637,81.63254334999999,98.46367814000001,93.74460631000001,75.3692978590909,0.5,11,maize
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,-27.87624427,25.636363636363633,99.42973951,90.40033740000001,91.28568298,76.68803088159092,0.5,11,maize
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,-36.27641846,26.0,79.76216056,80.56440866,95.57121479499999,70.47444600375,0.5,11,maize
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,4.162614700000006,24.363636363636363,98.83873540000002,89.1675112,98.487594745,77.71436942715908,0.0,11,maize
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,-23.315439940000005,21.636363636363637,99.57381609999999,99.4762973,92.828533555,78.37875264784091,0.5,11,maize
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,-34.502692710000005,25.09090909090909,94.28044168,90.23187620000002,93.003252925,75.65161997397728,0.5,11,maize
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,-15.763865159999996,26.90909090909091,79.15101211000001,95.78733984,96.83302105,74.67011597727273,0.5,11,maize
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,-20.259212809999994,28.18181818181818,99.7964743,82.39129448,99.24154265500002,77.40278240420454,0.5,11,maize
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,-11.922462589999995,29.818181818181817,79.44130162,87.81109316000001,86.099296555,70.79246828829545,0.5,11,maize
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,-19.024267190000003,27.636363636363637,79.85086705,96.68094407999999,95.062010875,74.8075464103409,0.5,11,maize
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,-20.246710400000012,27.090909090909093,81.50033413,87.50164058,88.24334368000001,71.08405687022727,0.5,11,maize
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,-25.485092089999995,29.818181818181817,97.84312552,95.55618623999999,85.7485363,77.24150746954545,0.5,11,maize
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,-3.5361978699999947,26.545454545454543,98.98606873,93.00328046000001,98.706331285,79.31028375511363,0.5,11,maize
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,2.830194199999994,27.454545454545453,96.67343713,84.97551562,90.896397025,74.99997380738637,0.0,11,maize
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,2.4852929000000046,25.272727272727273,89.60722381,86.98188034,91.27395701500001,73.28394710943182,0.0,11,maize
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,-29.56526391,26.90909090909091,94.26924727000001,96.20919252,86.329758775,75.92932236852273,0.5,11,maize
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,8.830376200000003,29.272727272727273,98.14877896,96.942351,98.853726895,80.80439603193182,0.0,11,maize
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,-34.11048812,26.727272727272727,89.33580766,96.3243102,95.17084456,76.88955878681818,0.5,11,maize
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,-9.011949000000001,22.727272727272727,80.55450328,81.06256262,97.87140470499999,70.55393583306818,0.5,11,maize
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,-35.591339610000006,30.181818181818183,92.60531542,94.01485058,99.835605505,79.15939742170454,0.5,11,maize
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,-36.96156603,22.181818181818183,94.06115002,93.78944004,87.70541556999999,74.43445595295455,0.5,11,maize
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,-12.070191500000007,23.272727272727273,99.68093905,98.77162478,98.11893478000002,79.96105647068183,0.5,11,maize
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,7.493191699999997,29.63636363636364,97.68474655,81.82177200000001,99.63282952,77.1939279265909,0.0,11,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,-39.04802514,27.090909090909093,83.19555202000001,94.71501282,87.94308201999999,73.23613898772727,0.5,11,maize
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,9.751538499999995,29.454545454545457,89.62468696,89.28048324,95.441027215,75.95018571738636,0.0,11,maize
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,-8.236628280000005,27.454545454545453,96.39238204,80.34172604,96.29196321999999,75.12015418863635,0.5,11,maize
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,-5.73750647,27.454545454545453,81.9408187,80.94798348,93.890888245,71.05855896988636,0.5,11,maize
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,-28.924377640000003,31.272727272727273,97.32577621,83.73775477999999,96.01495534,77.08780340068182,0.5,11,maize
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,-23.271399329999994,23.09090909090909,99.3841231,89.90886513999999,88.338697285,75.18064865397727,0.5,11,maize
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,-30.781969020000005,25.272727272727273,89.89488268,90.55532758,98.959246975,76.17054612693181,0.5,11,maize
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,1.7004306000000042,30.181818181818183,98.87353747,84.4205113,92.259290125,76.43378926920455,0.0,11,maize
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,6.621315699999997,26.0,91.65214666,84.29074385999999,95.4754219,74.354578105,0.0,11,maize
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,-33.70609643,29.818181818181817,86.74942032999999,91.99742717999999,99.99904669,77.14101900454546,0.5,11,maize
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,-8.73943346,24.727272727272727,99.62508471999999,92.51503331999999,96.48346507,78.33771395931817,0.5,11,maize
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,9.024141,27.27272727272727,85.11184657,82.71213506,96.59045076999999,72.92178991818182,0.0,11,maize
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,-0.4201879299999973,25.454545454545453,97.14210208,93.78164398,97.378527385,78.43920472488637,0.5,11,maize
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,-28.6804693,22.363636363636363,82.86669799,99.05898396,95.38768309,74.9192503509091,0.5,11,maize
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,-21.65395529,28.18181818181818,86.73945661,99.30832197999999,97.433712745,77.91582737920454,0.5,11,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,-11.546381420000003,24.727272727272727,99.14252599,83.46852938,97.76912009499999,76.27686204806818,0.5,11,maize
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,-37.49648108,30.909090909090907,85.81951222000001,97.82563738,99.08607994,78.41008011227272,0.5,11,maize
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,-23.586875629999994,20.909090909090907,80.25798943000001,98.47160502,99.61714774000001,74.81395827477273,0.5,11,maize
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,7.319813499999996,30.0,95.17384561,93.4885433,90.57471709000001,77.30927650000001,0.0,11,maize
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,0.7689246000000054,28.18181818181818,84.54818212,92.49000106,88.459256635,73.41981449920455,0.0,11,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,7.268192900000002,27.090909090909093,90.607822,93.82089894,90.256597465,75.44405687397727,0.0,11,maize
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,1.5952793999999955,28.000000000000004,93.4168099,83.0153787,89.374748995,73.45173439875,0.0,11,maize
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,-19.274840569999995,23.636363636363637,82.2344413,91.95402858,96.39998968,73.55620579909092,0.5,11,maize
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,-16.267199180000006,20.727272727272727,91.08162928,99.28900152,96.58626311500001,76.92104166056819,0.5,11,maize
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,-10.037798599999988,26.181818181818183,96.41638567,88.49075958,88.228132255,74.82927392170454,0.5,11,maize
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,-11.897656029999993,28.545454545454547,80.57532259,91.9447534,89.101820935,72.54183786761364,0.5,11,maize
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,-35.22208576,25.818181818181817,95.50893646,92.6405213,86.26257191500001,75.05755287329546,0.5,11,maize
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,-26.663639450000005,26.545454545454543,95.35040817999999,84.21625470000001,89.30902591,73.85528583386363,0.5,11,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,-16.78969429,25.818181818181817,82.88690233,90.73037561999999,89.13966745,72.14378180454545,0.5,11,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,3.6514379999999984,26.545454545454543,87.06699745,88.8750674,94.52809589499999,74.25390382261364,0.0,11,maize
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,-15.770308229999996,27.090909090909093,82.97998264,93.93101399999998,95.38540004499998,74.84682644397726,0.5,11,maize
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,-3.408046979999994,25.272727272727273,98.81596654,82.82262996,97.94795165500001,76.21481885693183,0.5,11,maize
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,-32.03295208,23.636363636363637,91.82120938,89.04386316,89.896403755,73.59945998284091,0.5,11,maize
